PicoQuant FluoFit 4.6.5.0
Saved : 9/23/2014 12:39:33 PM

Model: Exp. [Reconv.] (Exponential)
Plotted Data Set #18 Decay: "\..\export for fluofit.dat" (19)
Plotted Data Set #18 IRF: "\..\IRF 20140118.phd" (1)
X²(reduced): 0.2615 ; Fitted Data Points: 917

Data Set #18
     Decay                 IRF                   Model Decay           Residuals
     t[ns]     Intens.     t[ns]     Intens.     t[ns]     Intens.     t[ns]       diff.
    4.3839          0    4.4300          5    4.3839      0.000    4.3839      0.000
    4.3879          0    4.4340          2    4.3879      0.000    4.3879      0.000
    4.3919          1    4.4380          6    4.3919      0.000    4.3919      0.000
    4.3959          0    4.4420          3    4.3959      0.000    4.3959      0.000
    4.3999          0    4.4460          6    4.3999      0.000    4.3999      0.000
    4.4039          0    4.4500          9    4.4039      0.000    4.4039      0.000
    4.4079          0    4.4540          5    4.4079      0.000    4.4079      0.000
    4.4119          1    4.4580          3    4.4119      0.000    4.4119      0.000
    4.4159          1    4.4620          9    4.4159      0.000    4.4159      0.000
    4.4199          2    4.4660          5    4.4199      0.000    4.4199      0.000
    4.4239          0    4.4700          5    4.4239      0.000    4.4239      0.000
    4.4279          0    4.4740          3    4.4279      0.000    4.4279      0.000
    4.4319          0    4.4780         13    4.4319      0.000    4.4319      0.000
    4.4359          0    4.4820          8    4.4359      0.000    4.4359      0.000
    4.4399          0    4.4860          4    4.4399      0.000    4.4399      0.000
    4.4439          0    4.4900          9    4.4439      0.000    4.4439      0.000
    4.4479          0    4.4940         12    4.4479      0.000    4.4479      0.000
    4.4519          0    4.4980          5    4.4519      0.000    4.4519      0.000
    4.4559          1    4.5020          8    4.4559      0.000    4.4559      0.000
    4.4599          0    4.5060          4    4.4599      0.000    4.4599      0.000
    4.4639          0    4.5100         12    4.4639      0.000    4.4639      0.000
    4.4679          0    4.5140          3    4.4679      0.000    4.4679      0.000
    4.4719          0    4.5180          6    4.4719      0.000    4.4719      0.000
    4.4759          0    4.5220          6    4.4759      0.000    4.4759      0.000
    4.4799          0    4.5260          2    4.4799      0.000    4.4799      0.000
    4.4839          0    4.5300          6    4.4839      0.000    4.4839      0.000
    4.4879          1    4.5340         11    4.4879      0.000    4.4879      0.000
    4.4919          0    4.5380          6    4.4919      0.000    4.4919      0.000
    4.4959          0    4.5420          7    4.4959      0.000    4.4959      0.000
    4.4999          1    4.5460          2    4.4999      0.000    4.4999      0.000
    4.5039          0    4.5500         11    4.5039      0.000    4.5039      0.000
    4.5079          2    4.5540          9    4.5079      0.000    4.5079      0.000
    4.5119          0    4.5580         10    4.5119      0.000    4.5119      0.000
    4.5159          0    4.5620          7    4.5159      0.000    4.5159      0.000
    4.5199          1    4.5660          9    4.5199      0.000    4.5199      0.000
    4.5239          0    4.5700         12    4.5239      0.000    4.5239      0.000
    4.5279          0    4.5740          9    4.5279      0.000    4.5279      0.000
    4.5319          0    4.5780          5    4.5319      0.000    4.5319      0.000
    4.5359          0    4.5820          8    4.5359      0.000    4.5359      0.000
    4.5399          0    4.5860          8    4.5399      0.000    4.5399      0.000
    4.5439          0    4.5900          5    4.5439      0.000    4.5439      0.000
    4.5479          0    4.5940         10    4.5479      0.000    4.5479      0.000
    4.5519          0    4.5980          9    4.5519      0.000    4.5519      0.000
    4.5559          0    4.6020          7    4.5559      0.000    4.5559      0.000
    4.5599          0    4.6060          8    4.5599      0.000    4.5599      0.000
    4.5639          1    4.6100          6    4.5639      0.000    4.5639      0.000
    4.5679          0    4.6140          6    4.5679      0.000    4.5679      0.000
    4.5719          0    4.6180          9    4.5719      0.000    4.5719      0.000
    4.5759          0    4.6220         12    4.5759      0.000    4.5759      0.000
    4.5799          2    4.6260         11    4.5799      0.000    4.5799      0.000
    4.5839          1    4.6300          5    4.5839      0.000    4.5839      0.000
    4.5879          0    4.6340         12    4.5879      0.000    4.5879      0.000
    4.5919          0    4.6380          8    4.5919      0.000    4.5919      0.000
    4.5959          0    4.6420          5    4.5959      0.000    4.5959      0.000
    4.5999          1    4.6460          9    4.5999      0.000    4.5999      0.000
    4.6039          1    4.6500          7    4.6039      0.000    4.6039      0.000
    4.6079          0    4.6540         11    4.6079      0.000    4.6079      0.000
    4.6119          0    4.6580          8    4.6119      0.000    4.6119      0.000
    4.6159          2    4.6620          5    4.6159      0.000    4.6159      0.000
    4.6199          0    4.6660         11    4.6199      0.000    4.6199      0.000
    4.6239          1    4.6700         10    4.6239      0.000    4.6239      0.000
    4.6279          0    4.6740          3    4.6279      0.000    4.6279      0.000
    4.6319          1    4.6780         10    4.6319      0.000    4.6319      0.000
    4.6359          0    4.6820          6    4.6359      0.000    4.6359      0.000
    4.6399          0    4.6860          3    4.6399      0.000    4.6399      0.000
    4.6439          0    4.6900          8    4.6439      0.000    4.6439      0.000
    4.6479          0    4.6940          6    4.6479      0.000    4.6479      0.000
    4.6519          0    4.6980          3    4.6519      0.000    4.6519      0.000
    4.6559          1    4.7020          5    4.6559      0.000    4.6559      0.000
    4.6599          1    4.7060          4    4.6599      0.000    4.6599      0.000
    4.6639          3    4.7100          9    4.6639      0.000    4.6639      0.000
    4.6679          0    4.7140          4    4.6679      0.000    4.6679      0.000
    4.6719          0    4.7180          5    4.6719      0.000    4.6719      0.000
    4.6759          0    4.7220          4    4.6759      0.000    4.6759      0.000
    4.6799          1    4.7260          8    4.6799      0.000    4.6799      0.000
    4.6839          0    4.7300          8    4.6839      0.000    4.6839      0.000
    4.6879          2    4.7340          7    4.6879      0.000    4.6879      0.000
    4.6919          1    4.7380          8    4.6919      0.000    4.6919      0.000
    4.6959          1    4.7420          2    4.6959      0.000    4.6959      0.000
    4.6999          0    4.7460          7    4.6999      0.000    4.6999      0.000
    4.7039          0    4.7500          9    4.7039      0.000    4.7039      0.000
    4.7079          0    4.7540          7    4.7079      0.000    4.7079      0.000
    4.7119          0    4.7580          3    4.7119      0.000    4.7119      0.000
    4.7159          0    4.7620          5    4.7159      0.000    4.7159      0.000
    4.7199          0    4.7660          6    4.7199      0.000    4.7199      0.000
    4.7239          0    4.7700         11    4.7239      0.000    4.7239      0.000
    4.7279          1    4.7740          6    4.7279      0.000    4.7279      0.000
    4.7319          0    4.7780          7    4.7319      0.000    4.7319      0.000
    4.7359          1    4.7820         14    4.7359      0.000    4.7359      0.000
    4.7399          1    4.7860         10    4.7399      0.000    4.7399      0.000
    4.7439          1    4.7900          4    4.7439      0.000    4.7439      0.000
    4.7479          0    4.7940          6    4.7479      0.000    4.7479      0.000
    4.7519          0    4.7980          6    4.7519      0.000    4.7519      0.000
    4.7559          2    4.8020          4    4.7559      0.000    4.7559      0.000
    4.7599          0    4.8060          5    4.7599      0.000    4.7599      0.000
    4.7639          0    4.8100         13    4.7639      0.000    4.7639      0.000
    4.7679          0    4.8140          5    4.7679      0.000    4.7679      0.000
    4.7719          0    4.8180          6    4.7719      0.000    4.7719      0.000
    4.7759          0    4.8220          9    4.7759      0.000    4.7759      0.000
    4.7799          1    4.8260          8    4.7799      0.000    4.7799      0.000
    4.7839          1    4.8300         11    4.7839      0.000    4.7839      0.000
    4.7879          1    4.8340          3    4.7879      0.000    4.7879      0.000
    4.7919          0    4.8380          4    4.7919      0.000    4.7919      0.000
    4.7959          0    4.8420          6    4.7959      0.000    4.7959      0.000
    4.7999          0    4.8460          7    4.7999      0.000    4.7999      0.000
    4.8039          1    4.8500          6    4.8039      0.000    4.8039      0.000
    4.8079          0    4.8540          7    4.8079      0.000    4.8079      0.000
    4.8119          0    4.8580          4    4.8119      0.000    4.8119      0.000
    4.8159          0    4.8620          8    4.8159      0.000    4.8159      0.000
    4.8199          0    4.8660          9    4.8199      0.000    4.8199      0.000
    4.8239          1    4.8700          5    4.8239      0.000    4.8239      0.000
    4.8279          1    4.8740          5    4.8279      0.000    4.8279      0.000
    4.8319          0    4.8780          6    4.8319      0.000    4.8319      0.000
    4.8359          1    4.8820          6    4.8359      0.000    4.8359      0.000
    4.8399          1    4.8860          5    4.8399      0.000    4.8399      0.000
    4.8439          0    4.8900          3    4.8439      0.000    4.8439      0.000
    4.8479          0    4.8940         10    4.8479      0.000    4.8479      0.000
    4.8519          0    4.8980          7    4.8519      0.000    4.8519      0.000
    4.8559          0    4.9020          4    4.8559      0.000    4.8559      0.000
    4.8599          0    4.9060         11    4.8599      0.000    4.8599      0.000
    4.8639          0    4.9100          7    4.8639      0.000    4.8639      0.000
    4.8679          0    4.9140          6    4.8679      0.000    4.8679      0.000
    4.8719          0    4.9180          5    4.8719      0.000    4.8719      0.000
    4.8759          0    4.9220         10    4.8759      0.000    4.8759      0.000
    4.8799          0    4.9260          8    4.8799      0.000    4.8799      0.000
    4.8839          0    4.9300          6    4.8839      0.000    4.8839      0.000
    4.8879          1    4.9340          8    4.8879      0.000    4.8879      0.000
    4.8919          1    4.9380          3    4.8919      0.000    4.8919      0.000
    4.8959          0    4.9420          4    4.8959      0.000    4.8959      0.000
    4.8999          0    4.9460         11    4.8999      0.000    4.8999      0.000
    4.9039          0    4.9500          7    4.9039      0.000    4.9039      0.000
    4.9079          0    4.9540          4    4.9079      0.000    4.9079      0.000
    4.9119          0    4.9580          9    4.9119      0.000    4.9119      0.000
    4.9159          0    4.9620          4    4.9159      0.000    4.9159      0.000
    4.9199          0    4.9660          3    4.9199      0.000    4.9199      0.000
    4.9239          1    4.9700          8    4.9239      0.000    4.9239      0.000
    4.9279          0    4.9740          5    4.9279      0.000    4.9279      0.000
    4.9319          1    4.9780          9    4.9319      0.000    4.9319      0.000
    4.9359          0    4.9820          1    4.9359      0.000    4.9359      0.000
    4.9399          0    4.9860         15    4.9399      0.000    4.9399      0.000
    4.9439          0    4.9900          5    4.9439      0.000    4.9439      0.000
    4.9479          0    4.9940          8    4.9479      0.000    4.9479      0.000
    4.9519          1    4.9980         11    4.9519      0.000    4.9519      0.000
    4.9559          0    5.0020          8    4.9559      0.000    4.9559      0.000
    4.9599          0    5.0060         11    4.9599      0.000    4.9599      0.000
    4.9639          1    5.0100         10    4.9639      0.000    4.9639      0.000
    4.9679          0    5.0140          8    4.9679      0.000    4.9679      0.000
    4.9719          0    5.0180          6    4.9719      0.000    4.9719      0.000
    4.9759          0    5.0220         11    4.9759      0.000    4.9759      0.000
    4.9799          0    5.0260          9    4.9799      0.000    4.9799      0.000
    4.9839          1    5.0300          8    4.9839      0.000    4.9839      0.000
    4.9879          1    5.0340          9    4.9879      0.000    4.9879      0.000
    4.9919          0    5.0380          6    4.9919      0.000    4.9919      0.000
    4.9959          0    5.0420          8    4.9959      0.000    4.9959      0.000
    4.9999          0    5.0460          5    4.9999      0.000    4.9999      0.000
    5.0039          0    5.0500          4    5.0039      0.000    5.0039      0.000
    5.0079          0    5.0540         10    5.0079      0.000    5.0079      0.000
    5.0119          1    5.0580          5    5.0119      0.000    5.0119      0.000
    5.0159          0    5.0620          7    5.0159      0.000    5.0159      0.000
    5.0199          0    5.0660          8    5.0199      0.000    5.0199      0.000
    5.0239          1    5.0700          6    5.0239      0.000    5.0239      0.000
    5.0279          0    5.0740          7    5.0279      0.000    5.0279      0.000
    5.0319          0    5.0780         11    5.0319      0.000    5.0319      0.000
    5.0359          0    5.0820          3    5.0359      0.000    5.0359      0.000
    5.0399          0    5.0860          6    5.0399      0.000    5.0399      0.000
    5.0439          0    5.0900          8    5.0439      0.000    5.0439      0.000
    5.0479          0    5.0940          5    5.0479      0.000    5.0479      0.000
    5.0519          0    5.0980          6    5.0519      0.000    5.0519      0.000
    5.0559          0    5.1020         11    5.0559      0.000    5.0559      0.000
    5.0599          0    5.1060          9    5.0599      0.000    5.0599      0.000
    5.0639          0    5.1100          4    5.0639      0.000    5.0639      0.000
    5.0679          0    5.1140          8    5.0679      0.000    5.0679      0.000
    5.0719          1    5.1180          3    5.0719      0.000    5.0719      0.000
    5.0759          1    5.1220          7    5.0759      0.000    5.0759      0.000
    5.0799          0    5.1260          7    5.0799      0.000    5.0799      0.000
    5.0839          0    5.1300          9    5.0839      0.000    5.0839      0.000
    5.0879          0    5.1340         11    5.0879      0.000    5.0879      0.000
    5.0919          0    5.1380          8    5.0919      0.000    5.0919      0.000
    5.0959          0    5.1420         10    5.0959      0.000    5.0959      0.000
    5.0999          0    5.1460         10    5.0999      0.000    5.0999      0.000
    5.1039          0    5.1500          9    5.1039      0.000    5.1039      0.000
    5.1079          1    5.1540          5    5.1079      0.000    5.1079      0.000
    5.1119          1    5.1580          4    5.1119      0.000    5.1119      0.000
    5.1159          0    5.1620          5    5.1159      0.000    5.1159      0.000
    5.1199          1    5.1660          8    5.1199      0.000    5.1199      0.000
    5.1239          0    5.1700          8    5.1239      0.000    5.1239      0.000
    5.1279          0    5.1740         11    5.1279      0.000    5.1279      0.000
    5.1319          0    5.1780         10    5.1319      0.000    5.1319      0.000
    5.1359          0    5.1820          8    5.1359      0.000    5.1359      0.000
    5.1399          0    5.1860          8    5.1399      0.000    5.1399      0.000
    5.1439          0    5.1900         10    5.1439      0.000    5.1439      0.000
    5.1479          0    5.1940          3    5.1479      0.000    5.1479      0.000
    5.1519          0    5.1980          7    5.1519      0.000    5.1519      0.000
    5.1559          0    5.2020          6    5.1559      0.000    5.1559      0.000
    5.1599          0    5.2060          8    5.1599      0.000    5.1599      0.000
    5.1639          0    5.2100          6    5.1639      0.000    5.1639      0.000
    5.1679          0    5.2140          6    5.1679      0.000    5.1679      0.000
    5.1719          2    5.2180          6    5.1719      0.000    5.1719      0.000
    5.1759          0    5.2220          6    5.1759      0.000    5.1759      0.000
    5.1799          0    5.2260          9    5.1799      0.000    5.1799      0.000
    5.1839          0    5.2300          7    5.1839      0.000    5.1839      0.000
    5.1879          0    5.2340          4    5.1879      0.000    5.1879      0.000
    5.1919          0    5.2380          7    5.1919      0.000    5.1919      0.000
    5.1959          0    5.2420          6    5.1959      0.000    5.1959      0.000
    5.1999          0    5.2460          7    5.1999      0.000    5.1999      0.000
    5.2039          0    5.2500          2    5.2039      0.000    5.2039      0.000
    5.2079          1    5.2540          5    5.2079      0.000    5.2079      0.000
    5.2119          0    5.2580          5    5.2119      0.000    5.2119      0.000
    5.2159          0    5.2620          9    5.2159      0.000    5.2159      0.000
    5.2199          0    5.2660          9    5.2199      0.000    5.2199      0.000
    5.2239          0    5.2700          5    5.2239      0.000    5.2239      0.000
    5.2279          0    5.2740          8    5.2279      0.000    5.2279      0.000
    5.2319          1    5.2780          4    5.2319      0.000    5.2319      0.000
    5.2359          0    5.2820          7    5.2359      0.000    5.2359      0.000
    5.2399          0    5.2860          8    5.2399      0.000    5.2399      0.000
    5.2439          2    5.2900         10    5.2439      0.000    5.2439      0.000
    5.2479          0    5.2940          7    5.2479      0.000    5.2479      0.000
    5.2519          2    5.2980          7    5.2519      0.000    5.2519      0.000
    5.2559          1    5.3020          7    5.2559      0.000    5.2559      0.000
    5.2599          0    5.3060          9    5.2599      0.000    5.2599      0.000
    5.2639          0    5.3100          9    5.2639      0.000    5.2639      0.000
    5.2679          3    5.3140          5    5.2679      0.000    5.2679      0.000
    5.2719          1    5.3180         11    5.2719      0.000    5.2719      0.000
    5.2759          1    5.3220          6    5.2759      0.000    5.2759      0.000
    5.2799          0    5.3260          7    5.2799      0.000    5.2799      0.000
    5.2839          0    5.3300          6    5.2839      0.000    5.2839      0.000
    5.2879          0    5.3340         10    5.2879      0.000    5.2879      0.000
    5.2919          0    5.3380          5    5.2919      0.000    5.2919      0.000
    5.2959          0    5.3420          4    5.2959      0.000    5.2959      0.000
    5.2999          0    5.3460          9    5.2999      0.000    5.2999      0.000
    5.3039          0    5.3500          7    5.3039      0.000    5.3039      0.000
    5.3079          0    5.3540          9    5.3079      0.000    5.3079      0.000
    5.3119          0    5.3580          8    5.3119      0.000    5.3119      0.000
    5.3159          0    5.3620          7    5.3159      0.000    5.3159      0.000
    5.3199          0    5.3660          5    5.3199      0.000    5.3199      0.000
    5.3239          0    5.3700         10    5.3239      0.000    5.3239      0.000
    5.3279          0    5.3740         14    5.3279      0.000    5.3279      0.000
    5.3319          0    5.3780          8    5.3319      0.000    5.3319      0.000
    5.3359          1    5.3820         12    5.3359      0.000    5.3359      0.000
    5.3399          0    5.3860          8    5.3399      0.000    5.3399      0.000
    5.3439          0    5.3900          8    5.3439      0.000    5.3439      0.000
    5.3479          1    5.3940          6    5.3479      0.000    5.3479      0.000
    5.3519          0    5.3980         11    5.3519      0.000    5.3519      0.000
    5.3559          0    5.4020         11    5.3559      0.000    5.3559      0.000
    5.3599          0    5.4060         10    5.3599      0.000    5.3599      0.000
    5.3639          0    5.4100          7    5.3639      0.000    5.3639      0.000
    5.3679          2    5.4140          4    5.3679      0.000    5.3679      0.000
    5.3719          0    5.4180          7    5.3719      0.000    5.3719      0.000
    5.3759          0    5.4220          7    5.3759      0.000    5.3759      0.000
    5.3799          0    5.4260          9    5.3799      0.000    5.3799      0.000
    5.3839          0    5.4300          2    5.3839      0.000    5.3839      0.000
    5.3879          0    5.4340          5    5.3879      0.000    5.3879      0.000
    5.3919          0    5.4380         10    5.3919      0.000    5.3919      0.000
    5.3959          0    5.4420          6    5.3959      0.000    5.3959      0.000
    5.3999          0    5.4460          6    5.3999      0.000    5.3999      0.000
    5.4039          0    5.4500         10    5.4039      0.000    5.4039      0.000
    5.4079          1    5.4540          8    5.4079      0.000    5.4079      0.000
    5.4119          0    5.4580         12    5.4119      0.000    5.4119      0.000
    5.4159          0    5.4620          6    5.4159      0.000    5.4159      0.000
    5.4199          0    5.4660          5    5.4199      0.000    5.4199      0.000
    5.4239          0    5.4700          4    5.4239      0.000    5.4239      0.000
    5.4279          1    5.4740          6    5.4279      0.000    5.4279      0.000
    5.4319          0    5.4780          5    5.4319      0.000    5.4319      0.000
    5.4359          0    5.4820          5    5.4359      0.000    5.4359      0.000
    5.4399          1    5.4860         11    5.4399      0.000    5.4399      0.000
    5.4439          0    5.4900          7    5.4439      0.000    5.4439      0.000
    5.4479          0    5.4940          7    5.4479      0.000    5.4479      0.000
    5.4519          0    5.4980          6    5.4519      0.000    5.4519      0.000
    5.4559          0    5.5020          9    5.4559      0.000    5.4559      0.000
    5.4599          1    5.5060         11    5.4599      0.000    5.4599      0.000
    5.4639          0    5.5100         11    5.4639      0.000    5.4639      0.000
    5.4679          0    5.5140          2    5.4679      0.000    5.4679      0.000
    5.4719          0    5.5180          5    5.4719      0.000    5.4719      0.000
    5.4759          0    5.5220         13    5.4759      0.000    5.4759      0.000
    5.4799          0    5.5260          4    5.4799      0.000    5.4799      0.000
    5.4839          2    5.5300          9    5.4839      0.000    5.4839      0.000
    5.4879          0    5.5340          4    5.4879      0.000    5.4879      0.000
    5.4919          0    5.5380          4    5.4919      0.000    5.4919      0.000
    5.4959          0    5.5420          7    5.4959      0.000    5.4959      0.000
    5.4999          0    5.5460          7    5.4999      0.000    5.4999      0.000
    5.5039          0    5.5500          6    5.5039      0.000    5.5039      0.000
    5.5079          1    5.5540          9    5.5079      0.000    5.5079      0.000
    5.5119          0    5.5580          5    5.5119      0.000    5.5119      0.000
    5.5159          0    5.5620          7    5.5159      0.000    5.5159      0.000
    5.5199          2    5.5660          4    5.5199      0.000    5.5199      0.000
    5.5239          0    5.5700         13    5.5239      0.000    5.5239      0.000
    5.5279          0    5.5740          5    5.5279      0.000    5.5279      0.000
    5.5319          0    5.5780          7    5.5319      0.000    5.5319      0.000
    5.5359          0    5.5820          9    5.5359      0.000    5.5359      0.000
    5.5399          0    5.5860          3    5.5399      0.000    5.5399      0.000
    5.5439          0    5.5900          7    5.5439      0.000    5.5439      0.000
    5.5479          0    5.5940          6    5.5479      0.000    5.5479      0.000
    5.5519          0    5.5980          8    5.5519      0.000    5.5519      0.000
    5.5559          0    5.6020          4    5.5559      0.000    5.5559      0.000
    5.5599          0    5.6060          6    5.5599      0.000    5.5599      0.000
    5.5639          1    5.6100         10    5.5639      0.000    5.5639      0.000
    5.5679          1    5.6140          1    5.5679      0.000    5.5679      0.000
    5.5719          0    5.6180          1    5.5719      0.000    5.5719      0.000
    5.5759          1    5.6220         13    5.5759      0.000    5.5759      0.000
    5.5799          0    5.6260          7    5.5799      0.000    5.5799      0.000
    5.5839          0    5.6300          2    5.5839      0.000    5.5839      0.000
    5.5879          0    5.6340          5    5.5879      0.000    5.5879      0.000
    5.5919          0    5.6380          7    5.5919      0.000    5.5919      0.000
    5.5959          0    5.6420         11    5.5959      0.000    5.5959      0.000
    5.5999          0    5.6460          7    5.5999      0.000    5.5999      0.000
    5.6039          0    5.6500         10    5.6039      0.000    5.6039      0.000
    5.6079          0    5.6540          4    5.6079      0.000    5.6079      0.000
    5.6119          0    5.6580          9    5.6119      0.000    5.6119      0.000
    5.6159          0    5.6620          9    5.6159      0.000    5.6159      0.000
    5.6199          0    5.6660          8    5.6199      0.000    5.6199      0.000
    5.6239          0    5.6700          8    5.6239      0.000    5.6239      0.000
    5.6279          1    5.6740          3    5.6279      0.000    5.6279      0.000
    5.6319          0    5.6780          8    5.6319      0.000    5.6319      0.000
    5.6359          0    5.6820          5    5.6359      0.000    5.6359      0.000
    5.6399          0    5.6860         11    5.6399      0.000    5.6399      0.000
    5.6439          0    5.6900          8    5.6439      0.000    5.6439      0.000
    5.6479          0    5.6940          8    5.6479      0.000    5.6479      0.000
    5.6519          0    5.6980          7    5.6519      0.000    5.6519      0.000
    5.6559          1    5.7020          6    5.6559      0.000    5.6559      0.000
    5.6599          1    5.7060         10    5.6599      0.000    5.6599      0.000
    5.6639          0    5.7100         12    5.6639      0.000    5.6639      0.000
    5.6679          1    5.7140          8    5.6679      0.000    5.6679      0.000
    5.6719          0    5.7180          6    5.6719      0.000    5.6719      0.000
    5.6759          0    5.7220          7    5.6759      0.000    5.6759      0.000
    5.6799          0    5.7260          7    5.6799      0.000    5.6799      0.000
    5.6839          0    5.7300          7    5.6839      0.000    5.6839      0.000
    5.6879          2    5.7340          4    5.6879      0.000    5.6879      0.000
    5.6919          0    5.7380          4    5.6919      0.000    5.6919      0.000
    5.6959          0    5.7420          5    5.6959      0.000    5.6959      0.000
    5.6999          0    5.7460          5    5.6999      0.000    5.6999      0.000
    5.7039          0    5.7500          9    5.7039      0.000    5.7039      0.000
    5.7079          2    5.7540          8    5.7079      0.000    5.7079      0.000
    5.7119          0    5.7580          6    5.7119      0.000    5.7119      0.000
    5.7159          0    5.7620          5    5.7159      0.000    5.7159      0.000
    5.7199          0    5.7660          7    5.7199      0.000    5.7199      0.000
    5.7239          1    5.7700          6    5.7239      0.000    5.7239      0.000
    5.7279          1    5.7740          7    5.7279      0.000    5.7279      0.000
    5.7319          0    5.7780         10    5.7319      0.000    5.7319      0.000
    5.7359          0    5.7820          5    5.7359      0.000    5.7359      0.000
    5.7399          0    5.7860          6    5.7399      0.000    5.7399      0.000
    5.7439          0    5.7900          7    5.7439      0.000    5.7439      0.000
    5.7479          0    5.7940          9    5.7479      0.000    5.7479      0.000
    5.7519          0    5.7980          9    5.7519      0.000    5.7519      0.000
    5.7559          0    5.8020          9    5.7559      0.000    5.7559      0.000
    5.7599          1    5.8060          8    5.7599      0.000    5.7599      0.000
    5.7639          0    5.8100          8    5.7639      0.000    5.7639      0.000
    5.7679          0    5.8140          7    5.7679      0.000    5.7679      0.000
    5.7719          0    5.8180          3    5.7719      0.000    5.7719      0.000
    5.7759          0    5.8220          8    5.7759      0.000    5.7759      0.000
    5.7799          0    5.8260          9    5.7799      0.000    5.7799      0.000
    5.7839          0    5.8300          4    5.7839      0.000    5.7839      0.000
    5.7879          1    5.8340          9    5.7879      0.000    5.7879      0.000
    5.7919          2    5.8380          4    5.7919      0.000    5.7919      0.000
    5.7959          0    5.8420          6    5.7959      0.000    5.7959      0.000
    5.7999          0    5.8460         12    5.7999      0.000    5.7999      0.000
    5.8039          0    5.8500          5    5.8039      0.000    5.8039      0.000
    5.8079          0    5.8540          4    5.8079      0.000    5.8079      0.000
    5.8119          1    5.8580          6    5.8119      0.000    5.8119      0.000
    5.8159          0    5.8620          3    5.8159      0.000    5.8159      0.000
    5.8199          0    5.8660          5    5.8199      0.000    5.8199      0.000
    5.8239          0    5.8700         13    5.8239      0.000    5.8239      0.000
    5.8279          0    5.8740          8    5.8279      0.000    5.8279      0.000
    5.8319          0    5.8780          7    5.8319      0.000    5.8319      0.000
    5.8359          0    5.8820          8    5.8359      0.000    5.8359      0.000
    5.8399          0    5.8860          5    5.8399      0.000    5.8399      0.000
    5.8439          0    5.8900         10    5.8439      0.000    5.8439      0.000
    5.8479          1    5.8940          8    5.8479      0.000    5.8479      0.000
    5.8519          2    5.8980          2    5.8519      0.000    5.8519      0.000
    5.8559          0    5.9020          4    5.8559      0.000    5.8559      0.000
    5.8599          1    5.9060          5    5.8599      0.000    5.8599      0.000
    5.8639          1    5.9100         10    5.8639      0.000    5.8639      0.000
    5.8679          1    5.9140          4    5.8679      0.000    5.8679      0.000
    5.8719          0    5.9180          6    5.8719      0.000    5.8719      0.000
    5.8759          1    5.9220          3    5.8759      0.000    5.8759      0.000
    5.8799          0    5.9260          8    5.8799      0.000    5.8799      0.000
    5.8839          0    5.9300          6    5.8839      0.000    5.8839      0.000
    5.8879          0    5.9340          6    5.8879      0.000    5.8879      0.000
    5.8919          0    5.9380         10    5.8919      0.000    5.8919      0.000
    5.8959          0    5.9420          8    5.8959      0.000    5.8959      0.000
    5.8999          0    5.9460          9    5.8999      0.000    5.8999      0.000
    5.9039          0    5.9500         14    5.9039      0.000    5.9039      0.000
    5.9079          0    5.9540         10    5.9079      0.000    5.9079      0.000
    5.9119          0    5.9580          8    5.9119      0.000    5.9119      0.000
    5.9159          0    5.9620         10    5.9159      0.000    5.9159      0.000
    5.9199          0    5.9660         10    5.9199      0.000    5.9199      0.000
    5.9239          0    5.9700          4    5.9239      0.000    5.9239      0.000
    5.9279          0    5.9740          4    5.9279      0.000    5.9279      0.000
    5.9319          0    5.9780          7    5.9319      0.000    5.9319      0.000
    5.9359          0    5.9820          3    5.9359      0.000    5.9359      0.000
    5.9399          0    5.9860         10    5.9399      0.000    5.9399      0.000
    5.9439          0    5.9900         10    5.9439      0.000    5.9439      0.000
    5.9479          0    5.9940          5    5.9479      0.000    5.9479      0.000
    5.9519          0    5.9980          7    5.9519      0.000    5.9519      0.000
    5.9559          0    6.0020          5    5.9559      0.000    5.9559      0.000
    5.9599          0    6.0060          7    5.9599      0.000    5.9599      0.000
    5.9639          0    6.0100         12    5.9639      0.000    5.9639      0.000
    5.9679          0    6.0140          7    5.9679      0.000    5.9679      0.000
    5.9719          1    6.0180          8    5.9719      0.000    5.9719      0.000
    5.9759          0    6.0220          6    5.9759      0.000    5.9759      0.000
    5.9799          0    6.0260         13    5.9799      0.000    5.9799      0.000
    5.9839          1    6.0300          9    5.9839      0.000    5.9839      0.000
    5.9879          0    6.0340          6    5.9879      0.000    5.9879      0.000
    5.9919          0    6.0380          5    5.9919      0.000    5.9919      0.000
    5.9959          1    6.0420          9    5.9959      0.000    5.9959      0.000
    5.9999          0    6.0460         10    5.9999      0.000    5.9999      0.000
    6.0039          0    6.0500          5    6.0039      0.000    6.0039      0.000
    6.0079          0    6.0540          7    6.0079      0.000    6.0079      0.000
    6.0119          0    6.0580          5    6.0119      0.000    6.0119      0.000
    6.0159          1    6.0620         10    6.0159      0.000    6.0159      0.000
    6.0199          1    6.0660          5    6.0199      0.000    6.0199      0.000
    6.0239          1    6.0700         11    6.0239      0.000    6.0239      0.000
    6.0279          1    6.0740          4    6.0279      0.000    6.0279      0.000
    6.0319          0    6.0780          6    6.0319      0.000    6.0319      0.000
    6.0359          0    6.0820         11    6.0359      0.000    6.0359      0.000
    6.0399          0    6.0860         11    6.0399      0.000    6.0399      0.000
    6.0439          0    6.0900          6    6.0439      0.000    6.0439      0.000
    6.0479          0    6.0940         11    6.0479      0.000    6.0479      0.000
