PicoQuant FluoFit 4.6.5.0
Saved : 2/3/2015 4:29:39 PM

Model: Exp. [Reconv.] (Exponential)
Plotted Data Set #73 Decay: "\..\Decay histograms for intensity levels.txt" (77)
Plotted Data Set #73 IRF: "\..\IRF 20140118.phd" (1)
X²(reduced): 0.4116 ; Fitted Data Points: 3168

Data Set #73
     Decay                 IRF                   Model Decay           Residuals
     t[ns]     Intens.     t[ns]     Intens.     t[ns]     Intens.     t[ns]       diff.
    2.2840          8    2.3730          9    2.2840     14.540    2.2840     -2.068
    2.2880         17    2.3770          7    2.2880     14.514    2.2880      0.570
    2.2920         12    2.3810          2    2.2920     14.488    2.2920     -0.665
    2.2960         17    2.3850          5    2.2960     14.462    2.2960      0.582
    2.3000         11    2.3890          7    2.3000     14.436    2.3000     -0.953
    2.3040         17    2.3930          5    2.3040     14.410    2.3040      0.594
    2.3080         10    2.3970         13    2.3080     14.384    2.3080     -1.266
    2.3120         13    2.4010          5    2.3120     14.359    2.3120     -0.351
    2.3160          7    2.4050          9    2.3160     14.334    2.3160     -2.445
    2.3200         11    2.4090         11    2.3200     14.310    2.3200     -0.918
    2.3240         13    2.4130         11    2.3240     14.284    2.3240     -0.332
    2.3280          7    2.4170          8    2.3280     14.259    2.3280     -2.420
    2.3319         10    2.4210          6    2.3319     14.233    2.3319     -1.222
    2.3359         18    2.4250          9    2.3359     14.208    2.3359      0.848
    2.3399         15    2.4290          6    2.3399     14.182    2.3399      0.198
    2.3439          9    2.4330         15    2.3439     14.157    2.3439     -1.555
    2.3479         12    2.4370          3    2.3479     14.132    2.3479     -0.570
    2.3519          8    2.4410         11    2.3519     14.106    2.3519     -1.931
    2.3559         14    2.4450          8    2.3559     14.081    2.3559     -0.020
    2.3599         13    2.4490          8    2.3599     14.057    2.3599     -0.273
    2.3639         13    2.4530          3    2.3639     14.032    2.3639     -0.267
    2.3679         13    2.4570          6    2.3679     14.008    2.3679     -0.260
    2.3719          7    2.4610          7    2.3719     13.983    2.3719     -2.328
    2.3759         12    2.4650         12    2.3759     13.958    2.3759     -0.523
    2.3799         13    2.4690         11    2.3799     13.933    2.3799     -0.241
    2.3839         17    2.4730          8    2.3839     13.908    2.3839      0.709
    2.3879         24    2.4770         10    2.3879     13.883    2.3879      1.984
    2.3919         10    2.4810          9    2.3919     13.858    2.3919     -1.114
    2.3959         16    2.4850          8    2.3959     13.834    2.3959      0.511
    2.3999         10    2.4890         11    2.3999     13.809    2.3999     -1.100
    2.4039         14    2.4930          3    2.4039     13.785    2.4039      0.054
    2.4079         10    2.4970          9    2.4079     13.761    2.4079     -1.086
    2.4119         19    2.5010          9    2.4119     13.737    2.4119      1.148
    2.4159         15    2.5050          9    2.4159     13.713    2.4159      0.312
    2.4199         15    2.5090         10    2.4199     13.688    2.4199      0.318
    2.4239         12    2.5130          7    2.4239     13.664    2.4239     -0.445
    2.4279         10    2.5170          4    2.4279     13.640    2.4279     -1.051
    2.4319          5    2.5210          6    2.4319     13.617    2.4319     -3.269
    2.4359         18    2.5250          6    2.4359     13.592    2.4359      0.986
    2.4399         14    2.5290         10    2.4399     13.568    2.4399      0.108
    2.4439         20    2.5330         11    2.4439     13.545    2.4439      1.376
    2.4479         14    2.5370          6    2.4479     13.521    2.4479      0.120
    2.4519         10    2.5410          6    2.4519     13.496    2.4519     -1.009
    2.4559         11    2.5450          5    2.4559     13.472    2.4559     -0.685
    2.4599          9    2.5490          5    2.4599     13.448    2.4599     -1.341
    2.4639         10    2.5530          6    2.4639     13.425    2.4639     -0.989
    2.4679          9    2.5570          6    2.4679     13.401    2.4679     -1.327
    2.4719         16    2.5610         11    2.4719     13.378    2.4719      0.618
    2.4759         16    2.5650          7    2.4759     13.354    2.4759      0.624
    2.4799         18    2.5690          7    2.4799     13.331    2.4799      1.044
    2.4839         11    2.5730         11    2.4839     13.308    2.4839     -0.640
    2.4879         11    2.5770          3    2.4879     13.285    2.4879     -0.634
    2.4919         10    2.5810          7    2.4919     13.260    2.4919     -0.941
    2.4959         12    2.5850          4    2.4959     13.237    2.4959     -0.331
    2.4999         14    2.5890          3    2.4999     13.214    2.4999      0.197
    2.5039         13    2.5930          9    2.5039     13.191    2.5039     -0.049
    2.5079         16    2.5970         11    2.5079     13.168    2.5079      0.668
    2.5119         16    2.6010          8    2.5119     13.144    2.5119      0.673
    2.5159         13    2.6050         11    2.5159     13.121    2.5159     -0.031
    2.5199         16    2.6090          9    2.5199     13.097    2.5199      0.684
    2.5239         17    2.6130          6    2.5239     13.073    2.5239      0.901
    2.5279         17    2.6170          8    2.5279     13.051    2.5279      0.906
    2.5319         15    2.6210          6    2.5319     13.028    2.5319      0.478
    2.5359         16    2.6250          3    2.5359     13.005    2.5359      0.706
    2.5399         11    2.6290          5    2.5399     12.982    2.5399     -0.550
    2.5439         17    2.6330          4    2.5439     12.958    2.5439      0.927
    2.5479         10    2.6370          9    2.5479     12.935    2.5479     -0.847
    2.5519         10    2.6410          9    2.5519     12.912    2.5519     -0.841
    2.5559         19    2.6450          9    2.5559     12.889    2.5559      1.333
    2.5599         12    2.6490          4    2.5599     12.866    2.5599     -0.232
    2.5639         12    2.6530          7    2.5639     12.844    2.5639     -0.225
    2.5679          6    2.6570          6    2.5679     12.821    2.5679     -2.413
    2.5719         17    2.6610          5    2.5719     12.799    2.5719      0.964
    2.5759          9    2.6650          7    2.5759     12.776    2.5759     -1.138
    2.5799         13    2.6690          4    2.5799     12.753    2.5799      0.064
    2.5839         10    2.6730          7    2.5839     12.730    2.5839     -0.788
    2.5879          9    2.6770         10    2.5879     12.706    2.5879     -1.117
    2.5919         11    2.6810         11    2.5919     12.684    2.5919     -0.467
    2.5959         13    2.6850          4    2.5959     12.662    2.5959      0.087
    2.5999         10    2.6890          5    2.5999     12.640    2.5999     -0.762
    2.6039         15    2.6930          9    2.6039     12.618    2.6039      0.578
    2.6079         15    2.6970          4    2.6079     12.596    2.6079      0.583
    2.6119         14    2.7010          9    2.6119     12.574    2.6119      0.357
    2.6159          8    2.7050          9    2.6159     12.552    2.6159     -1.439
    2.6199         10    2.7090          8    2.6199     12.529    2.6199     -0.730
    2.6239         15    2.7130          6    2.6239     12.506    2.6239      0.605
    2.6279         13    2.7170          7    2.6279     12.484    2.6279      0.133
    2.6319         12    2.7210          4    2.6319     12.461    2.6319     -0.123
    2.6359         15    2.7250          8    2.6359     12.439    2.6359      0.621
    2.6399         11    2.7290         11    2.6399     12.418    2.6399     -0.393
    2.6439         19    2.7330         11    2.6439     12.396    2.6439      1.441
    2.6479         12    2.7370         10    2.6479     12.374    2.6479     -0.100
    2.6519         12    2.7410          5    2.6519     12.352    2.6519     -0.094
    2.6559          9    2.7450          7    2.6559     12.330    2.6559     -1.004
    2.6599         15    2.7490          6    2.6599     12.308    2.6599      0.653
    2.6639         11    2.7530          6    2.6639     12.286    2.6639     -0.357
    2.6679         10    2.7570          6    2.6679     12.263    2.6679     -0.653
    2.6719         11    2.7610         10    2.6719     12.242    2.6719     -0.344
    2.6759         11    2.7650          5    2.6759     12.221    2.6759     -0.338
    2.6799          7    2.7690          8    2.6799     12.200    2.6799     -1.733
    2.6839         11    2.7730         10    2.6839     12.178    2.6839     -0.327
    2.6879         16    2.7770         10    2.6879     12.156    2.6879      0.906
    2.6919         12    2.7810          2    2.6919     12.134    2.6919     -0.036
    2.6959          8    2.7850          5    2.6959     12.113    2.6959     -1.301
    2.6999         17    2.7890          4    2.6999     12.091    2.6999      1.126
    2.7039          9    2.7930          6    2.7039     12.070    2.7039     -0.926
    2.7079         21    2.7970          6    2.7079     12.049    2.7079      1.866
    2.7119          9    2.8010          8    2.7119     12.028    2.7119     -0.913
    2.7159         12    2.8050          4    2.7159     12.006    2.7159     -0.002
    2.7199         10    2.8090          9    2.7199     11.985    2.7199     -0.573
    2.7239         15    2.8130          5    2.7239     11.964    2.7239      0.736
    2.7279          8    2.8170          6    2.7279     11.943    2.7279     -1.247
    2.7319         12    2.8210          6    2.7319     11.923    2.7319      0.021
    2.7359         12    2.8250          6    2.7359     11.902    2.7359      0.026
    2.7399         14    2.8290          8    2.7399     11.881    2.7399      0.530
    2.7439         10    2.8330         10    2.7439     11.860    2.7439     -0.537
    2.7479         12    2.8370          9    2.7479     11.839    2.7479      0.043
    2.7519         15    2.8410          9    2.7519     11.818    2.7519      0.772
    2.7559         19    2.8450          5    2.7559     11.796    2.7559      1.572
    2.7599         10    2.8490          3    2.7599     11.776    2.7599     -0.513
    2.7639         10    2.8530         12    2.7639     11.755    2.7639     -0.507
    2.7679         16    2.8570          7    2.7679     11.734    2.7679      1.005
    2.7719         12    2.8610          7    2.7719     11.714    2.7719      0.076
    2.7759         14    2.8650          4    2.7759     11.694    2.7759      0.577
    2.7799         13    2.8690          3    2.7799     11.672    2.7799      0.343
    2.7839          6    2.8730          8    2.7839     11.651    2.7839     -1.999
    2.7879         16    2.8770          5    2.7879     11.630    2.7879      1.030
    2.7919         13    2.8810          6    2.7919     11.610    2.7919      0.359
    2.7959         10    2.8850         12    2.7959     11.589    2.7959     -0.459
    2.7999          8    2.8890          7    2.7999     11.569    2.7999     -1.129
    2.8039         10    2.8930          7    2.8039     11.548    2.8039     -0.447
    2.8079          9    2.8970         10    2.8079     11.528    2.8079     -0.762
    2.8119         13    2.9010          4    2.8119     11.507    2.8119      0.386
    2.8159         14    2.9050          7    2.8159     11.486    2.8159      0.628
    2.8199         13    2.9090          6    2.8199     11.466    2.8199      0.396
    2.8239         11    2.9130          6    2.8239     11.446    2.8239     -0.124
    2.8279         10    2.9170          3    2.8279     11.426    2.8279     -0.412
    2.8319         13    2.9210          5    2.8319     11.406    2.8319      0.412
    2.8359          6    2.9250          5    2.8359     11.386    2.8359     -1.905
    2.8399          9    2.9290          7    2.8399     11.366    2.8399     -0.713
    2.8439         14    2.9330          6    2.8439     11.346    2.8439      0.663
    2.8479         13    2.9370          3    2.8479     11.325    2.8479      0.432
    2.8519         11    2.9410          5    2.8519     11.306    2.8519     -0.085
    2.8559         17    2.9450          4    2.8559     11.286    2.8559      1.311
    2.8599         20    2.9490          9    2.8599     11.266    2.8599      1.862
    2.8639         15    2.9530         10    2.8639     11.246    2.8639      0.910
    2.8679          9    2.9570          7    2.8679     11.226    2.8679     -0.671
    2.8719         10    2.9610          7    2.8719     11.206    2.8719     -0.348
    2.8759         11    2.9650          4    2.8759     11.186    2.8759     -0.052
    2.8799         11    2.9690          8    2.8799     11.166    2.8799     -0.046
    2.8839          9    2.9730         11    2.8839     11.147    2.8839     -0.647
    2.8879         10    2.9770          6    2.8879     11.127    2.8879     -0.325
    2.8919         11    2.9810          4    2.8919     11.108    2.8919     -0.030
    2.8959          9    2.9850          6    2.8959     11.089    2.8959     -0.630
    2.8999          6    2.9890          4    2.8999     11.069    2.8999     -1.793
    2.9039         14    2.9930          8    2.9039     11.049    2.9039      0.738
    2.9079         10    2.9970          6    2.9079     11.030    2.9079     -0.297
    2.9119         11    3.0010          7    2.9119     11.010    2.9119     -0.003
    2.9159         11    3.0050          6    2.9159     10.990    2.9159      0.003
    2.9199          9    3.0090          9    2.9199     10.970    2.9199     -0.594
    2.9239         12    3.0130          5    2.9239     10.950    2.9239      0.280
    2.9279         10    3.0170          6    2.9279     10.931    2.9279     -0.269
    2.9319          8    3.0210          6    2.9319     10.912    2.9319     -0.921
    2.9359          4    3.0250          8    2.9359     10.892    2.9359     -2.861
    2.9399         13    3.0290          9    2.9399     10.872    2.9399      0.549
    2.9439          8    3.0330          5    2.9439     10.853    2.9439     -0.902
    2.9479         16    3.0370          6    2.9479     10.834    2.9479      1.218
    2.9519          8    3.0410          5    2.9519     10.815    2.9519     -0.890
    2.9559         11    3.0450          8    2.9559     10.796    2.9559      0.056
    2.9599          9    3.0490         10    2.9599     10.778    2.9599     -0.536
    2.9639         10    3.0530         11    2.9639     10.758    2.9639     -0.219
    2.9679         11    3.0570          9    2.9679     10.739    2.9679      0.072
    2.9719         14    3.0610          5    2.9719     10.721    2.9719      0.820
    2.9759         15    3.0650          8    2.9759     10.702    2.9759      1.042
    2.9799          8    3.0690          6    2.9799     10.683    2.9799     -0.848
    2.9839         16    3.0730          8    2.9839     10.664    2.9839      1.258
    2.9879         13    3.0770          9    2.9879     10.645    2.9879      0.608
    2.9919          5    3.0810          4    2.9919     10.626    2.9919     -2.134
    2.9959          7    3.0850          3    2.9959     10.607    2.9959     -1.202
    2.9999          8    3.0890          6    2.9999     10.588    2.9999     -0.819
    3.0039          9    3.0930          8    3.0039     10.570    3.0039     -0.473
    3.0079         14    3.0970          5    3.0079     10.551    3.0079      0.862
    3.0119          5    3.1010         10    3.0119     10.533    3.0119     -2.099
    3.0159         10    3.1050          8    3.0159     10.514    3.0159     -0.148
    3.0199         17    3.1090          9    3.0199     10.495    3.0199      1.492
    3.0239          7    3.1130          3    3.0239     10.477    3.0239     -1.159
    3.0279         12    3.1170          9    3.0279     10.459    3.0279      0.412
    3.0319          8    3.1210          5    3.0319     10.440    3.0319     -0.772
    3.0359          8    3.1250          5    3.0359     10.422    3.0359     -0.766
    3.0399          9    3.1290          7    3.0399     10.403    3.0399     -0.423
    3.0439         10    3.1330          4    3.0439     10.385    3.0439     -0.111
    3.0479          9    3.1370          7    3.0479     10.367    3.0479     -0.412
    3.0519         11    3.1410          4    3.0519     10.350    3.0519      0.180
    3.0559         12    3.1450          9    3.0559     10.332    3.0559      0.446
    3.0599          9    3.1490          4    3.0599     10.314    3.0599     -0.396
    3.0639          7    3.1530          7    3.0639     10.296    3.0639     -1.099
    3.0679         16    3.1570          3    3.0679     10.277    3.0679      1.349
    3.0719         13    3.1610          9    3.0719     10.259    3.0719      0.708
    3.0759          6    3.1650         10    3.0759     10.242    3.0759     -1.500
    3.0799          9    3.1690          7    3.0799     10.223    3.0799     -0.369
    3.0839         12    3.1730         10    3.0839     10.205    3.0839      0.480
    3.0879          6    3.1770         10    3.0879     10.187    3.0879     -1.481
    3.0919         10    3.1810          9    3.0919     10.169    3.0919     -0.049
    3.0959          8    3.1850          8    3.0959     10.151    3.0959     -0.680
    3.0999         11    3.1890          6    3.0999     10.133    3.0999      0.240
    3.1039          7    3.1930          2    3.1039     10.116    3.1039     -1.039
    3.1079          7    3.1970          8    3.1079     10.098    3.1079     -1.033
    3.1119         10    3.2010          4    3.1119     10.080    3.1119     -0.023
    3.1159          6    3.2050          6    3.1159     10.063    3.1159     -1.437
    3.1199          7    3.2090          7    3.1199     10.045    3.1199     -1.015
    3.1239          7    3.2130          7    3.1239     10.027    3.1239     -1.009
    3.1279         12    3.2170          9    3.1279     10.009    3.1279      0.532
    3.1319          6    3.2210          4    3.1319      9.991    3.1319     -1.412
    3.1359          9    3.2250          3    3.1359      9.974    3.1359     -0.294
    3.1399         10    3.2290          7    3.1399      9.956    3.1399      0.013
    3.1439         17    3.2330          7    3.1439      9.938    3.1439      1.620
    3.1479          7    3.2370          6    3.1479      9.921    3.1479     -0.974
    3.1519         11    3.2410          4    3.1519      9.903    3.1519      0.304
    3.1559          7    3.2450          6    3.1559      9.885    3.1559     -0.962
    3.1599         14    3.2490         11    3.1599      9.868    3.1599      1.033
    3.1639         13    3.2530          7    3.1639      9.851    3.1639      0.813
    3.1679         15    3.2570          6    3.1679      9.834    3.1679      1.253
    3.1719         10    3.2610          8    3.1719      9.818    3.1719      0.053
    3.1759         12    3.2650          6    3.1759      9.801    3.1759      0.588
    3.1799          7    3.2690         14    3.1799      9.784    3.1799     -0.928
    3.1839         12    3.2730         11    3.1839      9.767    3.1839      0.597
    3.1879         10    3.2770          4    3.1879      9.750    3.1879      0.072
    3.1919          8    3.2810          6    3.1919      9.732    3.1919     -0.548
    3.1959         10    3.2850         10    3.1959      9.715    3.1959      0.082
    3.1999          9    3.2890         10    3.1999      9.698    3.1999     -0.210
    3.2039          8    3.2930          7    3.2039      9.680    3.2039     -0.531
    3.2079         12    3.2970          5    3.2079      9.663    3.2079      0.624
    3.2119         10    3.3010         12    3.2119      9.647    3.2119      0.102
    3.2159         14    3.3050          4    3.2159      9.630    3.2159      1.093
    3.2199         13    3.3090         10    3.2199      9.613    3.2199      0.875
    3.2239          4    3.3130         11    3.2239      9.595    3.2239     -2.323
    3.2279         10    3.3170          8    3.2279      9.578    3.2279      0.122
    3.2319          8    3.3210          9    3.2319      9.562    3.2319     -0.494
    3.2359         13    3.3250          7    3.2359      9.545    3.2359      0.892
    3.2399          7    3.3290         10    3.2399      9.528    3.2399     -0.843
    3.2439         11    3.3330          5    3.2439      9.511    3.2439      0.413
    3.2479         11    3.3370          6    3.2479      9.495    3.2479      0.417
    3.2519         13    3.3410          6    3.2519      9.478    3.2519      0.909
    3.2559         10    3.3450         13    3.2559      9.462    3.2559      0.155
    3.2599         12    3.3490          7    3.2599      9.445    3.2599      0.683
    3.2639          9    3.3530          5    3.2639      9.429    3.2639     -0.129
    3.2679         12    3.3570         14    3.2679      9.413    3.2679      0.691
    3.2719         10    3.3610          9    3.2719      9.397    3.2719      0.174
    3.2759          7    3.3650          7    3.2759      9.381    3.2759     -0.794
    3.2799          9    3.3690         10    3.2799      9.364    3.2799     -0.110
    3.2839          4    3.3730          6    3.2839      9.348    3.2839     -2.220
    3.2879         12    3.3770          7    3.2879      9.332    3.2879      0.713
    3.2919         10    3.3810          6    3.2919      9.316    3.2919      0.197
    3.2959          6    3.3850          7    3.2959      9.300    3.2959     -1.167
    3.2999          8    3.3890          7    3.2999      9.284    3.2999     -0.406
    3.3039         13    3.3930          8    3.3039      9.267    3.3039      0.964
    3.3079         13    3.3970          3    3.3079      9.252    3.3079      0.968
    3.3119          1    3.4010         14    3.3119      9.236    3.3119     -5.747
    3.3159         11    3.4050         11    3.3159      9.220    3.3159      0.494
    3.3199         11    3.4090          7    3.3199      9.204    3.3199      0.498
    3.3239          5    3.4130          5    3.3239      9.188    3.3239     -1.589
    3.3279          6    3.4170         13    3.3279      9.173    3.3279     -1.122
    3.3319          4    3.4210          8    3.3319      9.157    3.3319     -2.141
    3.3359         10    3.4250          5    3.3359      9.140    3.3359      0.248
    3.3399          9    3.4290         13    3.3399      9.124    3.3399     -0.037
    3.3439          7    3.4330          9    3.3439      9.109    3.3439     -0.703
    3.3479          4    3.4370          8    3.3479      9.093    3.3479     -2.114
    3.3519         10    3.4410          5    3.3519      9.077    3.3519      0.266
    3.3559          9    3.4450          6    3.3559      9.062    3.3559     -0.019
    3.3599          5    3.4490         13    3.3599      9.047    3.3599     -1.535
    3.3639          2    3.4530          9    3.3639      9.031    3.3639     -4.067
    3.3679         11    3.4570          9    3.3679      9.016    3.3679      0.550
    3.3719          6    3.4610         13    3.3719      9.000    3.3719     -1.061
    3.3759          7    3.4650          8    3.3759      8.984    3.3759     -0.661
    3.3799         12    3.4690         10    3.3799      8.969    3.3799      0.810
    3.3839          4    3.4730          7    3.3839      8.953    3.3839     -2.056
    3.3879         14    3.4770          4    3.3879      8.937    3.3879      1.266
    3.3919         10    3.4810         10    3.3919      8.922    3.3919      0.311
    3.3959          9    3.4850          3    3.3959      8.906    3.3959      0.028
    3.3999          9    3.4890          9    3.3999      8.891    3.3999      0.033
    3.4039          7    3.4930          2    3.4039      8.877    3.4039     -0.626
    3.4079          5    3.4970          3    3.4079      8.861    3.4079     -1.465
    3.4119          9    3.5010         10    3.4119      8.845    3.4119      0.047
    3.4159          3    3.5050          6    3.4159      8.831    3.4159     -2.770
    3.4199         13    3.5090         11    3.4199      8.816    3.4199      1.080
    3.4239          6    3.5130          7    3.4239      8.800    3.4239     -0.990
    3.4279          7    3.5170          6    3.4279      8.786    3.4279     -0.595
    3.4319         10    3.5210         10    3.4319      8.771    3.4319      0.355
    3.4359          8    3.5250          5    3.4359      8.756    3.4359     -0.239
    3.4399         12    3.5290          5    3.4399      8.740    3.4399      0.871
    3.4439          8    3.5330          9    3.4439      8.725    3.4439     -0.229
    3.4479          8    3.5370         11    3.4479      8.710    3.4479     -0.225
    3.4519          6    3.5410          6    3.4519      8.696    3.4519     -0.954
    3.4559          6    3.5450          9    3.4559      8.681    3.4559     -0.948
    3.4599          9    3.5490          8    3.4599      8.667    3.4599      0.100
    3.4639         11    3.5530          6    3.4639      8.652    3.4639      0.651
    3.4679         10    3.5570          5    3.4679      8.637    3.4679      0.393
    3.4719          9    3.5610          3    3.4719      8.622    3.4719      0.114
    3.4759          9    3.5650          5    3.4759      8.607    3.4759      0.119
    3.4799          8    3.5690          5    3.4799      8.592    3.4799     -0.187
    3.4839         14    3.5730         11    3.4839      8.577    3.4839      1.356
    3.4879         15    3.5770          4    3.4879      8.562    3.4879      1.561
    3.4919          8    3.5810          7    3.4919      8.546    3.4919     -0.173
    3.4959          9    3.5850         11    3.4959      8.531    3.4959      0.141
    3.4999          8    3.5890          9    3.4999      8.516    3.4999     -0.163
    3.5039          9    3.5930          9    3.5039      8.501    3.5039      0.150
    3.5079         12    3.5970          7    3.5079      8.487    3.5079      0.939
    3.5119          8    3.6010          7    3.5119      8.473    3.5119     -0.149
    3.5159          6    3.6050          4    3.5159      8.458    3.5159     -0.869
    3.5199          2    3.6090          9    3.5199      8.444    3.5199     -3.727
    3.5239          6    3.6130          8    3.5239      8.429    3.5239     -0.859
    3.5279          7    3.6170          7    3.5279      8.414    3.5279     -0.471
    3.5319          7    3.6210          5    3.5319      8.399    3.5319     -0.466
    3.5359         10    3.6250         10    3.5359      8.385    3.5359      0.466
    3.5399          4    3.6290          4    3.5399      8.371    3.5399     -1.814
    3.5439         11    3.6330         10    3.5439      8.357    3.5439      0.733
    3.5479          7    3.6370          8    3.5479      8.342    3.5479     -0.447
    3.5519          6    3.6410          7    3.5519      8.328    3.5519     -0.823
    3.5559          6    3.6450          6    3.5559      8.313    3.5559     -0.818
    3.5599          7    3.6490          2    3.5599      8.298    3.5599     -0.433
    3.5639          7    3.6530          5    3.5639      8.283    3.5639     -0.428
    3.5679          8    3.6570          4    3.5679      8.268    3.5679     -0.085
    3.5719          7    3.6610         11    3.5719      8.254    3.5719     -0.418
    3.5759          7    3.6650          9    3.5759      8.240    3.5759     -0.413
    3.5799         12    3.6690         10    3.5799      8.225    3.5799      1.009
    3.5839         10    3.6730          9    3.5839      8.212    3.5839      0.516
    3.5879         10    3.6770         11    3.5879      8.198    3.5879      0.520
    3.5919          9    3.6810          5    3.5919      8.184    3.5919      0.246
    3.5959          9    3.6850          8    3.5959      8.170    3.5959      0.250
    3.5999         10    3.6890          9    3.5999      8.156    3.5999      0.532
    3.6039         10    3.6930          8    3.6039      8.141    3.6039      0.537
    3.6079         12    3.6970         10    3.6079      8.127    3.6079      1.035
    3.6119          8    3.7010          9    3.6119      8.114    3.6119     -0.036
    3.6159          5    3.7050          6    3.6159      8.100    3.6159     -1.176
    3.6199          7    3.7090          6    3.6199      8.085    3.6199     -0.362
    3.6239          7    3.7130          5    3.6239      8.072    3.6239     -0.357
    3.6279          7    3.7170         10    3.6279      8.057    3.6279     -0.352
    3.6319          7    3.7210          7    3.6319      8.044    3.6319     -0.348
    3.6359         12    3.7250          6    3.6359      8.030    3.6359      1.061
    3.6399         10    3.7290         12    3.6399      8.016    3.6399      0.573
    3.6439          6    3.7330          6    3.6439      8.002    3.6439     -0.708
    3.6479         11    3.7370          8    3.6479      7.988    3.6479      0.835
    3.6519          6    3.7410          6    3.6519      7.973    3.6519     -0.698
    3.6559         11    3.7450          7    3.6559      7.959    3.6559      0.843
    3.6599          4    3.7490          9    3.6599      7.946    3.6599     -1.638
    3.6639          9    3.7530         13    3.6639      7.933    3.6639      0.322
    3.6679         10    3.7570          7    3.6679      7.919    3.6679      0.601
    3.6719         10    3.7610          9    3.6719      7.906    3.6719      0.604
    3.6759         11    3.7650          9    3.6759      7.893    3.6759      0.862
    3.6799          4    3.7690          7    3.6799      7.879    3.6799     -1.610
    3.6839          6    3.7730         12    3.6839      7.866    3.6839     -0.660
    3.6879         10    3.7770          2    3.6879      7.852    3.6879      0.620
    3.6919         10    3.7810          6    3.6919      7.839    3.6919      0.624
    3.6959          5    3.7850          2    3.6959      7.826    3.6959     -1.072
    3.6999         14    3.7890         10    3.6999      7.813    3.6999      1.547
    3.7039          8    3.7930          5    3.7039      7.799    3.7039      0.064
    3.7079          6    3.7970         16    3.7079      7.786    3.7079     -0.632
    3.7119          4    3.8010         14    3.7119      7.772    3.7119     -1.566
    3.7159          7    3.8050          7    3.7159      7.759    3.7159     -0.253
    3.7199         14    3.8090         13    3.7199      7.745    3.7199      1.564
    3.7239          8    3.8130          4    3.7239      7.732    3.7239      0.085
    3.7279          9    3.8170          9    3.7279      7.719    3.7279      0.386
    3.7319          7    3.8210          7    3.7319      7.706    3.7319     -0.235
    3.7359         10    3.8250          8    3.7359      7.693    3.7359      0.666
    3.7399          9    3.8290          7    3.7399      7.679    3.7399      0.398
    3.7439          8    3.8330          4    3.7439      7.666    3.7439      0.106
    3.7479         12    3.8370          6    3.7479      7.653    3.7479      1.162
    3.7519          8    3.8410          5    3.7519      7.641    3.7519      0.114
    3.7559          5    3.8450          9    3.7559      7.628    3.7559     -0.997
    3.7599         10    3.8490          8    3.7599      7.615    3.7599      0.689
    3.7639         11    3.8530          6    3.7639      7.602    3.7639      0.942
    3.7679          6    3.8570          4    3.7679      7.589    3.7679     -0.562
    3.7719          9    3.8610          4    3.7719      7.577    3.7719      0.429
    3.7759          8    3.8650          7    3.7759      7.563    3.7759      0.138
    3.7799          8    3.8690         11    3.7799      7.550    3.7799      0.142
    3.7839          8    3.8730          6    3.7839      7.536    3.7839      0.147
    3.7879         12    3.8770          7    3.7879      7.523    3.7879      1.196
    3.7919          8    3.8810         10    3.7919      7.510    3.7919      0.155
    3.7959          8    3.8850          5    3.7959      7.498    3.7959      0.159
    3.7999         13    3.8890         10    3.7999      7.487    3.7999      1.423
    3.8039          5    3.8930          7    3.8039      7.474    3.8039     -0.939
    3.8079         13    3.8970          7    3.8079      7.462    3.8079      1.430
    3.8119          3    3.9010         11    3.8119      7.449    3.8119     -2.114
    3.8159          6    3.9050          3    3.8159      7.436    3.8159     -0.508
    3.8199          6    3.9090          9    3.8199      7.424    3.8199     -0.504
    3.8239          4    3.9130          9    3.8239      7.411    3.8239     -1.416
    3.8279          3    3.9170          9    3.8279      7.398    3.8279     -2.089
    3.8319          6    3.9210          2    3.8319      7.385    3.8319     -0.490
    3.8359          8    3.9250          6    3.8359      7.372    3.8359      0.199
    3.8399          5    3.9290          4    3.8399      7.359    3.8399     -0.895
    3.8439         10    3.9330          7    3.8439      7.347    3.8439      0.766
    3.8479          6    3.9370          7    3.8479      7.334    3.8479     -0.472
    3.8519          7    3.9410          6    3.8519      7.321    3.8519     -0.107
    3.8559         14    3.9450          7    3.8559      7.308    3.8559      1.673
    3.8599          9    3.9490          8    3.8599      7.295    3.8599      0.514
    3.8639          6    3.9530          6    3.8639      7.283    3.8639     -0.454
    3.8679          5    3.9570          7    3.8679      7.271    3.8679     -0.861
    3.8719          5    3.9610         12    3.8719      7.258    3.8719     -0.857
    3.8759          8    3.9650          8    3.8759      7.246    3.8759      0.239
    3.8799          9    3.9690          7    3.8799      7.234    3.8799      0.532
    3.8839          7    3.9730          8    3.8839      7.221    3.8839     -0.074
    3.8879         10    3.9770          8    3.8879      7.209    3.8879      0.806
    3.8919          9    3.9810          4    3.8919      7.197    3.8919      0.544
    3.8959          5    3.9850          4    3.8959      7.184    3.8959     -0.829
    3.8999          2    3.9890          5    3.8999      7.173    3.8999     -2.992
    3.9039          4    3.9930          8    3.9039      7.160    3.9039     -1.312
    3.9079          7    3.9970          9    3.9079      7.148    3.9079     -0.049
    3.9119         12    4.0010         17    3.9119      7.136    3.9119      1.300
    3.9159          9    4.0050         12    3.9159      7.124    3.9159      0.566
    3.9199          6    4.0090         11    3.9199      7.111    3.9199     -0.393
